id_unidade,cod_equipamento,nome_unidade,num_unidade,data_entrada_teste,data_entrada_operacao,data_desativacao,potencia_efetiva,combustivel,id_usina
184,BAUGU-0UG4,UG 34P7 MW UTE GLOBAL I              4 BA,4.0,2010-04-24,2010-05-07,,34.72,ÓLEO COMBUSTÍVEL,15
185,BAUGU-0UG1,UG 34P7 MW UTE GLOBAL I              1 BA,1.0,2010-04-24,2010-05-07,,34.72,ÓLEO COMBUSTÍVEL,15
186,BAUGD-0UG7,UG 34P7 MW UTE GLOBAL II             7 BA,7.0,2010-04-24,2010-05-20,,34.72,ÓLEO COMBUSTÍVEL,16
187,BAUGD-0UG8,UG 44P6 MW UTE GLOBAL II             8 BA,8.0,2010-04-24,2010-05-20,,44.64,ÓLEO COMBUSTÍVEL,16
188,BAUGD-0UG5,UG 34P7 MW UTE GLOBAL II             5 BA,5.0,2010-04-24,2010-05-27,,34.72,ÓLEO COMBUSTÍVEL,16
189,BAUGD-0UG6,UG 34P7 MW UTE GLOBAL II             6 BA,6.0,2010-04-24,2010-05-27,,34.72,ÓLEO COMBUSTÍVEL,16
190,BAUCP-0UG1,UG   40 MW UTE GUARANI               1 BA,1.0,2010-02-27,2010-03-30,2024-01-01,40.0,ÓLEO COMBUSTÍVEL,17
191,BAUCP-0UG2,UG   30 MW UTE GUARANI               2 BA,2.0,2010-02-27,2010-03-30,2024-01-01,30.0,ÓLEO COMBUSTÍVEL,17
192,BAUCP-0UG3,UG   40 MW UTE GUARANI               3 BA,3.0,2010-02-27,2010-04-20,2024-01-01,40.0,ÓLEO COMBUSTÍVEL,17
193,BAUCP-0UG4,UG   40 MW UTE GUARANI               4 BA,4.0,2010-02-27,2010-04-20,2024-01-01,40.0,ÓLEO COMBUSTÍVEL,17
194,BAEGJG0UG4,UG 1P64 MW UT.JAGUARARI              4 BA,4.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
195,BAEGJG0UG40,UG 1P45 MW UT.JAGUARARI             40 BA,40.0,2002-05-29,2002-06-28,2005-01-01,1.45,ÓLEO DIESEL,18
196,BAEGJG0UG41,UG 1P64 MW UT.JAGUARARI             41 BA,41.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
197,BAEGJG0UG42,UG 1P64 MW UT.JAGUARARI             42 BA,42.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
198,BAEGJG0UG43,UG 1P64 MW UT.JAGUARARI             43 BA,43.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
199,BAEGJG0UG25,UG 1P64 MW UT.JAGUARARI             25 BA,25.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
200,BAEGJG0UG26,UG 1P64 MW UT.JAGUARARI             26 BA,26.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
201,BAEGJG0UG27,UG 1P64 MW UT.JAGUARARI             27 BA,27.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
202,BAEGJG0UG28,UG 1P64 MW UT.JAGUARARI             28 BA,28.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
203,BAEGJG0UG29,UG 1P64 MW UT.JAGUARARI             29 BA,29.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
204,BAEGJG0UG3,UG 1P64 MW UT.JAGUARARI              3 BA,3.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
205,BAEGJG0UG30,UG 1P64 MW UT.JAGUARARI             30 BA,30.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
206,BAEGJG0UG31,UG 1P45 MW UT.JAGUARARI             31 BA,31.0,2002-05-29,2002-06-28,2005-01-01,1.45,ÓLEO DIESEL,18
207,BAEGJG0UG32,UG 1P45 MW UT.JAGUARARI             32 BA,32.0,2002-05-29,2002-06-28,2005-01-01,1.45,ÓLEO DIESEL,18
208,BAEGJG0UG33,UG 1P64 MW UT.JAGUARARI             33 BA,33.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
209,BAEGJG0UG34,UG 1P64 MW UT.JAGUARARI             34 BA,34.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
210,BAEGJG0UG35,UG 1P64 MW UT.JAGUARARI             35 BA,35.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
211,BAEGJG0UG36,UG 1P64 MW UT.JAGUARARI             36 BA,36.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
212,BAEGJG0UG37,UG 1P64 MW UT.JAGUARARI             37 BA,37.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
213,BAEGJG0UG38,UG 1P45 MW UT.JAGUARARI             38 BA,38.0,2002-05-29,2002-06-28,2005-01-01,1.45,ÓLEO DIESEL,18
214,BAEGJG0UG39,UG 1P45 MW UT.JAGUARARI             39 BA,39.0,2002-05-29,2002-06-28,2005-01-01,1.45,ÓLEO DIESEL,18
215,BAEGJG0UG24,UG 1P45 MW UT.JAGUARARI             24 BA,24.0,2002-05-29,2002-06-28,2005-01-01,1.45,ÓLEO DIESEL,18
216,BAEGJG0UG13,UG 1P64 MW UT.JAGUARARI             13 BA,13.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
217,BAEGJG0UG14,UG 1P64 MW UT.JAGUARARI             14 BA,14.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
218,BAEGJG0UG15,UG 1P45 MW UT.JAGUARARI             15 BA,15.0,2002-05-29,2002-06-28,2005-01-01,1.45,ÓLEO DIESEL,18
219,BAEGJG0UG16,UG 1P45 MW UT.JAGUARARI             16 BA,16.0,2002-05-29,2002-06-28,2005-01-01,1.45,ÓLEO DIESEL,18
220,BAEGJG0UG17,UG 1P64 MW UT.JAGUARARI             17 BA,17.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
221,BAEGJG0UG18,UG 1P64 MW UT.JAGUARARI             18 BA,18.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
222,BAEGJG0UG19,UG 1P64 MW UT.JAGUARARI             19 BA,19.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
223,BAEGJG0UG2,UG 26P1 MW UT.JAGUARARI              2 BA,2.0,,2008-01-01,2011-02-15,26.1,ÓLEO DIESEL,18
224,BAEGJG0UG20,UG 1P64 MW UT.JAGUARARI             20 BA,20.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
225,BAEGJG0UG21,UG 1P64 MW UT.JAGUARARI             21 BA,21.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
226,BAEGJG0UG22,UG 1P64 MW UT.JAGUARARI             22 BA,22.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
227,BAEGJG0UG23,UG 1P45 MW UT.JAGUARARI             23 BA,23.0,2002-05-29,2002-06-28,2005-01-01,1.45,ÓLEO DIESEL,18
228,BAEGJG0UG47,UG 1P45 MW UT.JAGUARARI             47 BA,47.0,2002-05-29,2002-06-28,2005-01-01,1.45,ÓLEO DIESEL,18
229,BAEGJG0UG52,UG 1P64 MW UT.JAGUARARI             52 BA,52.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
230,BAEGJG0UG53,UG 1P64 MW UT.JAGUARARI             53 BA,53.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
231,BAEGJG0UG54,UG 1P64 MW UT.JAGUARARI             54 BA,54.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
232,BAEGJG0UG55,UG 1P64 MW UT.JAGUARARI             55 BA,55.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
233,BAEGJG0UG56,UG 1P45 MW UT.JAGUARARI             56 BA,56.0,2002-05-29,2002-06-28,2005-01-01,1.45,ÓLEO DIESEL,18
234,BAEGJG0UG57,UG 1P45 MW UT.JAGUARARI             57 BA,57.0,2002-05-29,2002-06-28,2005-01-01,1.45,ÓLEO DIESEL,18
235,BAEGJG0UG58,UG 1P64 MW UT.JAGUARARI             58 BA,58.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
236,BAEGJG0UG59,UG 1P64 MW UT.JAGUARARI             59 BA,59.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
237,BAEGJG0UG6,UG 1P45 MW UT.JAGUARARI              6 BA,6.0,2002-05-29,2002-06-28,2005-01-01,1.45,ÓLEO DIESEL,18
238,BAEGJG0UG60,UG 1P64 MW UT.JAGUARARI             60 BA,60.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
239,BAEGJG0UG61,UG 1P64 MW UT.JAGUARARI             61 BA,61.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
240,BAEGJG0UG1,UG 75P4 MW UT.JAGUARARI              1 BA,1.0,2008-01-01,2008-01-01,2011-02-15,75.44,ÓLEO DIESEL,18
241,BAEGJG0UG10,UG 1P64 MW UT.JAGUARARI             10 BA,10.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
242,BAEGJG0UG11,UG 1P64 MW UT.JAGUARARI             11 BA,11.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
243,BAEGJG0UG12,UG 1P64 MW UT.JAGUARARI             12 BA,12.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
244,BAEGJG0UG48,UG 1P45 MW UT.JAGUARARI             48 BA,48.0,2002-05-29,2002-06-28,2005-01-01,1.45,ÓLEO DIESEL,18
245,BAEGJG0UG49,UG 1P64 MW UT.JAGUARARI             49 BA,49.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
246,BAEGJG0UG5,UG 1P64 MW UT.JAGUARARI              5 BA,5.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
247,BAEGJG0UG50,UG 1P64 MW UT.JAGUARARI             50 BA,50.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
248,BAEGJG0UG7,UG 1P45 MW UT.JAGUARARI              7 BA,7.0,2002-05-29,2002-06-28,2005-01-01,1.45,ÓLEO DIESEL,18
249,BAEGJG0UG8,UG 1P45 MW UT.JAGUARARI              8 BA,8.0,2002-05-29,2002-06-28,2005-01-01,1.45,ÓLEO DIESEL,18
250,BAEGJG0UG9,UG 1P64 MW UT.JAGUARARI              9 BA,9.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
251,BAEGJG0UG51,UG 1P64 MW UT.JAGUARARI             51 BA,51.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
252,BAEGJG0UG66,UG 1P45 MW UT.JAGUARARI             66 BA,66.0,2002-05-29,2002-06-28,2005-01-01,1.45,ÓLEO DIESEL,18
253,BAEGJG0UG62,UG 1P64 MW UT.JAGUARARI             62 BA,62.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
254,BAEGJG0UG63,UG 1P64 MW UT.JAGUARARI             63 BA,63.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
255,BAEGJG0UG44,UG 1P64 MW UT.JAGUARARI             44 BA,44.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
256,BAEGJG0UG64,UG 1P64 MW UT.JAGUARARI             64 BA,64.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
257,BAEGJG0UG65,UG 1P64 MW UT.JAGUARARI             65 BA,65.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
258,BAEGJG0UG45,UG 1P64 MW UT.JAGUARARI             45 BA,45.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
259,BAEGJG0UG67,UG 1P45 MW UT.JAGUARARI             67 BA,67.0,2002-05-29,2002-06-28,2005-01-01,1.45,ÓLEO DIESEL,18
260,BAEGJG0UG46,UG 1P64 MW UT.JAGUARARI             46 BA,46.0,2002-05-29,2002-06-28,2005-01-01,1.64,ÓLEO DIESEL,18
261,BANGCD0UG3,UG 30P9 MW NE GENERATION             3 BA,3.0,2002-10-29,2002-10-29,2005-01-01,30.96,MULTI-COMBUSTÍVEL DIESEL/ÓLEO,19
262,BANGCD0UG1,UG 31P1 MW NE GENERATION             1 BA,1.0,2002-10-29,2002-10-29,2005-01-01,31.17,MULTI-COMBUSTÍVEL DIESEL/ÓLEO,19
263,BANGCD0UG2,UG 31P1 MW NE GENERATION             2 BA,2.0,2002-10-29,2002-10-29,2005-01-01,31.17,MULTI-COMBUSTÍVEL DIESEL/ÓLEO,19
264,BANGCD0UG4,UG 48P3 MW NE GENERATION             4 BA,4.0,2002-10-29,2002-10-29,2005-01-01,48.35,MULTI-COMBUSTÍVEL DIESEL/ÓLEO,19
265,BANGCD0UG5,UG 48P3 MW NE GENERATION             5 BA,5.0,2002-10-29,2002-10-29,2005-01-01,48.35,MULTI-COMBUSTÍVEL DIESEL/ÓLEO,19
266,BAUTA-0UG1,UG  185 MW TERMOBAHIA                1 BA,1.0,2002-08-21,2004-02-09,,185.891,GÁS,20
267,BAUTFA0UG4,UG 39P9 MW TERMOCAMACARI             4 BA,4.0,2004-07-06,2004-12-09,2021-03-16,39.9,RESÍDUO CICLO COMBINADO,21
268,BAUTFA0UG1,UG 26P7 MW TERMOCAMACARI             1 BA,1.0,2001-09-18,2003-10-13,2021-03-16,26.7,GÁS,21
269,BAUTFA0UG2,UG 26P7 MW TERMOCAMACARI             2 BA,2.0,2002-03-30,2003-10-13,2021-03-16,26.7,GÁS,21
270,BAUTFA0UG3,UG 26P7 MW TERMOCAMACARI             3 BA,3.0,2003-09-29,2004-12-30,2021-03-16,26.7,GÁS,21
271,CEUCZ-0UG1,UG 16P8 MW EOL ICARAIZINHO           2 CE,2.0,2009-09-12,2009-10-14,,16.8,EÓLICA,22
272,CEUCZ-0UG2,UG   21 MW EOL ICARAIZINHO           1 CE,1.0,2009-09-12,2009-10-14,,21.0,EÓLICA,22
273,CEUCZ-0UG3,UG 16P8 MW EOL ICARAIZINHO           3 CE,3.0,2009-09-12,2009-10-14,,16.8,EÓLICA,22
274,CEUFM-0UG6,UG 16P8 MW EOL PRA FORMOSA           6 CE,6.0,2009-05-30,2009-08-26,,16.8,EÓLICA,23
275,CEUFM-0UG3,UG 16P8 MW EOL PRA FORMOSA           3 CE,3.0,2009-05-30,2009-08-26,,16.8,EÓLICA,23
276,CEUFM-0UG4,UG   21 MW EOL PRA FORMOSA           4 CE,4.0,2009-05-30,2009-08-26,,21.0,EÓLICA,23
277,CEUFM-0UG5,UG 16P8 MW EOL PRA FORMOSA           5 CE,5.0,2009-05-30,2009-08-26,,16.8,EÓLICA,23
278,CEUFM-0UG1,UG 16P8 MW EOL PRA FORMOSA           1 CE,1.0,2009-05-30,2009-08-26,,16.8,EÓLICA,23
279,CEUFM-0UG2,UG 16P8 MW EOL PRA FORMOSA           2 CE,2.0,2009-05-30,2009-08-26,,16.8,EÓLICA,23
280,CECGAQ0UG9,UG 1P44 MW UT.AQUIRAZ                9 CE,9.0,2002-04-17,2002-04-22,2004-07-09,1.44,ÓLEO DIESEL,24
281,CECGAQ0UG1,UG 1P44 MW UT.AQUIRAZ                1 CE,1.0,2002-04-17,2002-04-22,2004-07-09,1.44,ÓLEO DIESEL,24
282,CECGAQ0UG2,UG 1P44 MW UT.AQUIRAZ                2 CE,2.0,2002-04-17,2002-04-22,2004-07-09,1.44,ÓLEO DIESEL,24
283,CECGAQ0UG3,UG 1P44 MW UT.AQUIRAZ                3 CE,3.0,2002-04-17,2002-04-22,2004-07-09,1.44,ÓLEO DIESEL,24
284,CECGAQ0UG4,UG 1P44 MW UT.AQUIRAZ                4 CE,4.0,2002-04-17,2002-04-22,2004-07-09,1.44,ÓLEO DIESEL,24
285,CECGAQ0UG5,UG 1P44 MW UT.AQUIRAZ                5 CE,5.0,2002-04-17,2002-04-22,2004-07-09,1.44,ÓLEO DIESEL,24
286,CECGAQ0UG6,UG 1P44 MW UT.AQUIRAZ                6 CE,6.0,2002-04-17,2002-04-22,2004-07-09,1.44,ÓLEO DIESEL,24
287,CECGAQ0UG7,UG 1P44 MW UT.AQUIRAZ                7 CE,7.0,2002-04-17,2002-04-22,2004-07-09,1.44,ÓLEO DIESEL,24
288,CECGAQ0UG8,UG 1P44 MW UT.AQUIRAZ                8 CE,8.0,2002-04-17,2002-04-22,2004-07-09,1.44,ÓLEO DIESEL,24
289,CEBRFZ0UG5,UG 18P4 MW BREITENER                 5 CE,5.0,2002-11-19,2002-11-20,2005-07-01,18.428,MULTI-COMBUSTÍVEL DIESEL/ÓLEO,25
290,CEBRFZ0UG6,UG 18P4 MW BREITENER                 6 CE,6.0,2002-11-19,2002-11-20,2005-07-01,18.428,MULTI-COMBUSTÍVEL DIESEL/ÓLEO,25
291,CEBRFZ0UG7,UG 18P4 MW BREITENER                 7 CE,7.0,2002-11-19,2002-11-20,2005-07-01,18.428,MULTI-COMBUSTÍVEL DIESEL/ÓLEO,25
292,CEBRFZ0UG8,UG 18P4 MW BREITENER                 8 CE,8.0,2002-11-19,2002-11-20,2005-07-01,18.428,MULTI-COMBUSTÍVEL DIESEL/ÓLEO,25
293,CEBRFZ0UG9,UG 7P45 MW BREITENER                 9 CE,9.0,2002-11-19,2002-11-20,2005-07-01,7.457,MULTI-COMBUSTÍVEL DIESEL/ÓLEO,25
294,CEBRFZ0UG1,UG 18P4 MW BREITENER                 1 CE,1.0,2002-11-19,2002-11-20,2005-07-01,18.428,MULTI-COMBUSTÍVEL DIESEL/ÓLEO,25
295,CEBRFZ0UG10,UG 7P45 MW BREITENER                10 CE,10.0,2002-11-19,2002-11-20,2005-07-01,7.457,MULTI-COMBUSTÍVEL DIESEL/ÓLEO,25
296,CEBRFZ0UG2,UG 18P4 MW BREITENER                 2 CE,2.0,2002-11-19,2002-11-20,2005-07-01,18.428,MULTI-COMBUSTÍVEL DIESEL/ÓLEO,25
297,CEBRFZ0UG3,UG 18P4 MW BREITENER                 3 CE,3.0,2002-11-19,2002-11-20,2005-07-01,18.428,MULTI-COMBUSTÍVEL DIESEL/ÓLEO,25
298,CEBRFZ0UG4,UG 18P4 MW BREITENER                 4 CE,4.0,2002-11-19,2002-11-20,2005-07-01,18.428,MULTI-COMBUSTÍVEL DIESEL/ÓLEO,25
299,CECGCG0UG1,UG 1P78 MW CAGECE                    1 CE,1.0,2002-05-21,2002-05-28,2004-07-09,1.78,ÓLEO DIESEL,26
300,CECGCG0UG2,UG 1P78 MW CAGECE                    2 CE,2.0,2002-05-21,2002-05-28,2004-07-09,1.78,ÓLEO DIESEL,26
301,CECGCG0UG3,UG 1P78 MW CAGECE                    3 CE,3.0,2002-05-21,2002-05-28,2004-07-09,1.78,ÓLEO DIESEL,26
302,CECGCG0UG4,UG 1P78 MW CAGECE                    4 CE,4.0,2002-05-21,2002-05-28,2004-07-09,1.78,ÓLEO DIESEL,26
303,CECGCG0UG5,UG 1P78 MW CAGECE                    5 CE,5.0,2002-05-21,2002-05-28,2004-07-09,1.78,ÓLEO DIESEL,26
304,CECGCG0UG6,UG 1P78 MW CAGECE                    6 CE,6.0,2002-05-21,2002-05-28,2004-07-09,1.78,ÓLEO DIESEL,26
305,CECGCG0UG8,UG 1P78 MW CAGECE                    8 CE,8.0,2002-05-21,2002-05-28,2004-07-09,1.78,ÓLEO DIESEL,26
306,CECGCG0UG9,UG 1P78 MW CAGECE                    9 CE,9.0,2002-05-21,2002-05-28,2004-07-09,1.78,ÓLEO DIESEL,26
307,CECGCG0UG7,UG 1P78 MW CAGECE                    7 CE,7.0,2002-05-21,2002-05-28,2004-07-09,1.78,ÓLEO DIESEL,26
308,CECGCL0UG1,UG  1P5 MW COLUNA                    1 CE,1.0,2002-04-19,2002-04-21,2004-07-09,1.5,ÓLEO DIESEL,27
309,CECGCL0UG2,UG  1P5 MW COLUNA                    2 CE,2.0,2002-04-19,2002-04-21,2004-07-09,1.5,ÓLEO DIESEL,27
310,CECGCL0UG3,UG  1P5 MW COLUNA                    3 CE,3.0,2002-04-19,2002-04-21,2004-07-09,1.5,ÓLEO DIESEL,27
311,CECGCL0UG4,UG  1P5 MW COLUNA                    4 CE,4.0,2002-04-19,2002-04-21,2004-07-09,1.5,ÓLEO DIESEL,27
312,CECGCL0UG5,UG  1P5 MW COLUNA                    5 CE,5.0,2002-04-19,2002-04-21,2004-07-09,1.5,ÓLEO DIESEL,27
313,CECGCL0UG6,UG  1P5 MW COLUNA                    6 CE,6.0,2002-04-19,2002-04-21,2004-07-09,1.5,ÓLEO DIESEL,27
314,CECGD10UG4,UG 1P46 MW D.INDUSTRIAL1             4 CE,4.0,2002-04-17,2002-04-20,2003-06-26,1.46,ÓLEO DIESEL,28
315,CECGD10UG1,UG 1P46 MW D.INDUSTRIAL1             1 CE,1.0,2002-04-17,2002-04-20,2003-06-26,1.46,ÓLEO DIESEL,28
316,CECGD10UG10,UG 1P46 MW D.INDUSTRIAL1            10 CE,10.0,2002-04-17,2002-04-20,2003-06-26,1.46,ÓLEO DIESEL,28
317,CECGD10UG11,UG 1P46 MW D.INDUSTRIAL1            11 CE,11.0,2002-04-17,2002-04-20,2003-06-26,1.46,ÓLEO DIESEL,28
318,CECGD10UG12,UG 1P46 MW D.INDUSTRIAL1            12 CE,12.0,2002-04-17,2002-04-20,2003-06-26,1.46,ÓLEO DIESEL,28
319,CECGD10UG13,UG 1P46 MW D.INDUSTRIAL1            13 CE,13.0,2002-04-17,2002-04-20,2003-06-26,1.46,ÓLEO DIESEL,28
320,CECGD10UG2,UG 1P46 MW D.INDUSTRIAL1             2 CE,2.0,2002-04-17,2002-04-20,2003-06-26,1.46,ÓLEO DIESEL,28
321,CECGD10UG3,UG 1P46 MW D.INDUSTRIAL1             3 CE,3.0,2002-04-17,2002-04-20,2003-06-26,1.46,ÓLEO DIESEL,28
322,CECGD10UG5,UG 1P46 MW D.INDUSTRIAL1             5 CE,5.0,2002-04-17,2002-04-20,2003-06-26,1.46,ÓLEO DIESEL,28
323,CECGD10UG6,UG 1P46 MW D.INDUSTRIAL1             6 CE,6.0,2002-04-17,2002-04-20,2003-06-26,1.46,ÓLEO DIESEL,28
324,CECGD10UG7,UG 1P46 MW D.INDUSTRIAL1             7 CE,7.0,2002-04-17,2002-04-20,2003-06-26,1.46,ÓLEO DIESEL,28
325,CECGD10UG8,UG 1P46 MW D.INDUSTRIAL1             8 CE,8.0,2002-04-17,2002-04-20,2003-06-26,1.46,ÓLEO DIESEL,28
326,CECGD10UG9,UG 1P46 MW D.INDUSTRIAL1             9 CE,9.0,2002-04-17,2002-04-20,2003-06-26,1.46,ÓLEO DIESEL,28
327,CECGD20UG1,UG 1P46 MW D.INDUSTRIAL2             1 CE,1.0,2002-04-16,2002-04-17,2003-06-26,1.46,ÓLEO DIESEL,29
328,CECGD20UG10,UG 1P46 MW D.INDUSTRIAL2            10 CE,10.0,2002-04-16,2002-04-17,2003-06-26,1.46,ÓLEO DIESEL,29
329,CECGD20UG12,UG 1P46 MW D.INDUSTRIAL2            12 CE,12.0,2002-04-16,2002-04-17,2003-06-26,1.46,ÓLEO DIESEL,29
330,CECGD20UG13,UG 1P46 MW D.INDUSTRIAL2            13 CE,13.0,2002-04-16,2002-04-17,2003-06-26,1.46,ÓLEO DIESEL,29
331,CECGD20UG2,UG 1P46 MW D.INDUSTRIAL2             2 CE,2.0,2002-04-16,2002-04-17,2003-06-26,1.46,ÓLEO DIESEL,29
332,CECGD20UG3,UG 1P46 MW D.INDUSTRIAL2             3 CE,3.0,2002-04-16,2002-04-17,2003-06-26,1.46,ÓLEO DIESEL,29
333,CECGD20UG4,UG 1P46 MW D.INDUSTRIAL2             4 CE,4.0,2002-04-16,2002-04-17,2003-06-26,1.46,ÓLEO DIESEL,29
334,CECGD20UG5,UG 1P46 MW D.INDUSTRIAL2             5 CE,5.0,2002-04-16,2002-04-17,2003-06-26,1.46,ÓLEO DIESEL,29
335,CECGD20UG6,UG 1P46 MW D.INDUSTRIAL2             6 CE,6.0,2002-04-16,2002-04-17,2003-06-26,1.46,ÓLEO DIESEL,29
336,CECGD20UG7,UG 1P46 MW D.INDUSTRIAL2             7 CE,7.0,2002-04-16,2002-04-17,2003-06-26,1.46,ÓLEO DIESEL,29
337,CECGD20UG8,UG 1P46 MW D.INDUSTRIAL2             8 CE,8.0,2002-04-16,2002-04-17,2003-06-26,1.46,ÓLEO DIESEL,29
338,CECGD20UG9,UG 1P46 MW D.INDUSTRIAL2             9 CE,9.0,2002-04-16,2002-04-17,2003-06-26,1.46,ÓLEO DIESEL,29
339,CECGD20UG11,UG 1P46 MW D.INDUSTRIAL2            11 CE,11.0,2002-04-16,2002-04-17,2003-06-26,1.46,ÓLEO DIESEL,29
340,CEUTFO0UG1,UG  107 MW UT. FORTALEZA             1 CE,1.0,2003-09-26,2003-12-27,2023-12-29,107.917,GÁS,30
341,CEUTFO0UG2,UG  107 MW UT. FORTALEZA             2 CE,2.0,2003-11-01,2003-12-27,2023-12-29,107.997,GÁS,30
342,CEUTFO0UG3,UG  110 MW UT. FORTALEZA             3 CE,3.0,2003-11-08,2003-12-27,2023-12-29,110.687,RESÍDUO CICLO COMBINADO,30
343,CECGJB0UG1,UG 1P62 MW JABOTI                    1 CE,1.0,2002-04-21,2002-04-22,2003-06-26,1.62,ÓLEO DIESEL,31
344,CECGJB0UG2,UG 1P62 MW JABOTI                    2 CE,2.0,2002-04-21,2002-04-22,2003-06-26,1.62,ÓLEO DIESEL,31
345,CECGJB0UG3,UG 1P62 MW JABOTI                    3 CE,3.0,2002-04-21,2002-04-22,2003-06-26,1.62,ÓLEO DIESEL,31
346,CECGJB0UG4,UG 1P62 MW JABOTI                    4 CE,4.0,2002-04-21,2002-04-22,2003-06-26,1.62,ÓLEO DIESEL,31
347,CECGJB0UG5,UG 1P62 MW JABOTI                    5 CE,5.0,2002-04-21,2002-04-22,2003-06-26,1.62,ÓLEO DIESEL,31
348,CECGJB0UG6,UG 1P62 MW JABOTI                    6 CE,6.0,2002-04-21,2002-04-22,2003-06-26,1.62,ÓLEO DIESEL,31
349,CECGJB0UG7,UG 1P62 MW JABOTI                    7 CE,7.0,2002-04-21,2002-04-22,2003-06-26,1.62,ÓLEO DIESEL,31
350,CECGJB0UG8,UG 1P62 MW JABOTI                    8 CE,8.0,2002-04-21,2002-04-22,2003-06-26,1.62,ÓLEO DIESEL,31
351,CEUMU-0UG8,UG 20P5 MW UT.MARACANAU1             8 CE,8.0,2010-11-25,2010-12-30,,20.5,ÓLEO COMBUSTÍVEL,32
352,CEUMU-0UG1,UG 20P5 MW UT.MARACANAU1             1 CE,1.0,2010-11-25,2010-12-30,,20.5,ÓLEO COMBUSTÍVEL,32
353,CEUMU-0UG2,UG 20P5 MW UT.MARACANAU1             2 CE,2.0,2010-11-25,2010-12-30,,20.5,ÓLEO COMBUSTÍVEL,32
354,CEUMU-0UG3,UG 20P5 MW UT.MARACANAU1             3 CE,3.0,2010-11-25,2010-12-30,,20.5,ÓLEO COMBUSTÍVEL,32
355,CEUMU-0UG4,UG 20P5 MW UT.MARACANAU1             4 CE,4.0,2010-11-25,2010-12-30,,20.5,ÓLEO COMBUSTÍVEL,32
